IDDIST,NOMBDEP,NOMBPROV,NOMBDIST,NOM_CAPITAL (LEGAL),location,location_val
130610,LA LIBERTAD,OTUZCO,PARANDAY,PARANDAY,"{'lat': -7.885086899999999, 'lng': -78.70971}",True
130611,LA LIBERTAD,OTUZCO,SALPO,SALPO,"{'lat': -8.003305, 'lng': -78.6012124}",True
130613,LA LIBERTAD,OTUZCO,SINSICAP,SINSICAP,"{'lat': -7.8505288, 'lng': -78.75541369999999}",True
130614,LA LIBERTAD,OTUZCO,USQUIL,USQUIL,"{'lat': -7.8165708, 'lng': -78.41692499999999}",True
130701,LA LIBERTAD,PACASMAYO,SAN PEDRO DE LLOC,SAN PEDRO DE LLOC,"{'lat': -7.425015399999999, 'lng': -79.5033042}",True
130702,LA LIBERTAD,PACASMAYO,GUADALUPE,GUADALUPE,"{'lat': -7.245252199999999, 'lng': -79.47601329999999}",True
130703,LA LIBERTAD,PACASMAYO,JEQUETEPEQUE,JEQUETEPEQUE,"{'lat': -7.337921400000001, 'lng': -79.5630919}",True
130704,LA LIBERTAD,PACASMAYO,PACASMAYO,PACASMAYO,"{'lat': -7.4040051, 'lng': -79.565078}",True
130705,LA LIBERTAD,PACASMAYO,SAN JOSE,SAN JOSE,"{'lat': -7.349157300000001, 'lng': -79.4556217}",True
130801,LA LIBERTAD,PATAZ,TAYABAMBA,TAYABAMBA,"{'lat': -8.2769363, 'lng': -77.30085059999999}",True
130802,LA LIBERTAD,PATAZ,BULDIBUYO,BULDIBUYO,"{'lat': -8.122004, 'lng': -77.357277}",True
130803,LA LIBERTAD,PATAZ,CHILLIA,CHILLIA,"{'lat': -8.1243632, 'lng': -77.5146453}",True
130804,LA LIBERTAD,PATAZ,HUANCASPATA,HUANCASPATA,"{'lat': -8.4286051, 'lng': -77.2635038}",True
130805,LA LIBERTAD,PATAZ,HUAYLILLAS,HUAYLILLAS,"{'lat': -8.1933701, 'lng': -77.31851929999999}",True
130806,LA LIBERTAD,PATAZ,HUAYO,HUAYO,"{'lat': -8.0100454, 'lng': -77.4979275}",True
130807,LA LIBERTAD,PATAZ,ONGON,ONGON,"{'lat': -8.209091899999999, 'lng': -76.9830277}",True
130808,LA LIBERTAD,PATAZ,PARCOY,PARCOY,"{'lat': -7.969514, 'lng': -77.426338}",True
130809,LA LIBERTAD,PATAZ,PATAZ,PATAZ,"{'lat': -7.7877469, 'lng': -77.5948946}",True
130810,LA LIBERTAD,PATAZ,PIAS,PIAS,"{'lat': -7.8719207, 'lng': -77.5465368}",True
130811,LA LIBERTAD,PATAZ,SANTIAGO DE CHALLAS,CHALLAS,"{'lat': -8.4316065, 'lng': -77.355413}",True
130812,LA LIBERTAD,PATAZ,TAURIJA,TAURIJA,"{'lat': -8.3710817, 'lng': -77.329005}",True
130813,LA LIBERTAD,PATAZ,URPAY,URPAY,"{'lat': -8.3478186, 'lng': -77.3895014}",True
130901,LA LIBERTAD,SANCHEZ CARRION,HUAMACHUCO,HUAMACHUCO,"{'lat': -7.816460999999999, 'lng': -78.0452048}",True
130902,LA LIBERTAD,SANCHEZ CARRION,CHUGAY,CHUGAY,"{'lat': -7.781753399999999, 'lng': -77.86888510000001}",True
130903,LA LIBERTAD,SANCHEZ CARRION,COCHORCO,ARICAPAMPA,"{'lat': -7.809612599999999, 'lng': -77.687075}",True
130904,LA LIBERTAD,SANCHEZ CARRION,CURGOS,CURGOS,"{'lat': -7.8612166, 'lng': -77.94173909999999}",True
130905,LA LIBERTAD,SANCHEZ CARRION,MARCABAL,MARCABAL,"{'lat': -7.706142199999999, 'lng': -78.0327377}",True
130906,LA LIBERTAD,SANCHEZ CARRION,SANAGORAN,SANAGORAN,"{'lat': -7.7862897, 'lng': -78.1424304}",True
130907,LA LIBERTAD,SANCHEZ CARRION,SARIN,SARIN,"{'lat': -7.932923499999999, 'lng': -77.85959629999999}",True
130908,LA LIBERTAD,SANCHEZ CARRION,SARTIMBAMBA,SARTIMBAMBA,"{'lat': -7.699226899999998, 'lng': -77.7434198}",True
131001,LA LIBERTAD,SANTIAGO DE CHUCO,SANTIAGO DE CHUCO,SANTIAGO DE CHUCO,"{'lat': -8.146883599999999, 'lng': -78.1721189}",True
131002,LA LIBERTAD,SANTIAGO DE CHUCO,ANGASMARCA,ANGASMARCA,"{'lat': -8.132709, 'lng': -78.0552079}",True
131003,LA LIBERTAD,SANTIAGO DE CHUCO,CACHICADAN,CACHICADAN,"{'lat': -8.0932859, 'lng': -78.15002969999999}",True
131004,LA LIBERTAD,SANTIAGO DE CHUCO,MOLLEBAMBA,MOLLEBAMBA,"{'lat': -8.1711489, 'lng': -77.9731512}",True
131005,LA LIBERTAD,SANTIAGO DE CHUCO,MOLLEPATA,MOLLEPATA,"{'lat': -8.138646399999999, 'lng': -77.93959699999999}",True
131006,LA LIBERTAD,SANTIAGO DE CHUCO,QUIRUVILCA,QUIRUVILCA,"{'lat': -8.0083848, 'lng': -78.24761459999999}",True
131007,LA LIBERTAD,SANTIAGO DE CHUCO,SANTA CRUZ DE CHUCA,SANTA CRUZ DE CHUCA,"{'lat': -8.1202057, 'lng': -78.1425468}",True
131008,LA LIBERTAD,SANTIAGO DE CHUCO,SITABAMBA,SITABAMBA,"{'lat': -8.0212573, 'lng': -77.72947049999999}",True
131101,LA LIBERTAD,GRAN CHIMU,CASCAS,CASCAS,"{'lat': -7.481893200000001, 'lng': -78.81844319999999}",True
131102,LA LIBERTAD,GRAN CHIMU,LUCMA,LUCMA,"{'lat': -7.6404033, 'lng': -78.5525578}",True
131103,LA LIBERTAD,GRAN CHIMU,MARMOT,MARMOT /13,"{'lat': -7.658016600000001, 'lng': -78.72494689999999}",True
131104,LA LIBERTAD,GRAN CHIMU,SAYAPULLO,SAYAPULLO,"{'lat': -7.5955379, 'lng': -78.4654006}",True
131201,LA LIBERTAD,VIRU,VIRU,VIRU,"{'lat': -8.4165648, 'lng': -78.7518716}",True
131202,LA LIBERTAD,VIRU,CHAO,CHAO,"{'lat': -8.5410455, 'lng': -78.6757176}",True
131203,LA LIBERTAD,VIRU,GUADALUPITO,GUADALUPITO,"{'lat': -8.9602253, 'lng': -78.6292345}",True
140101,LAMBAYEQUE,CHICLAYO,CHICLAYO,CHICLAYO,"{'lat': -6.7700798, 'lng': -79.8549907}",True
140102,LAMBAYEQUE,CHICLAYO,CHONGOYAPE,CHONGOYAPE,"{'lat': -6.6376499, 'lng': -79.3887901}",True
140103,LAMBAYEQUE,CHICLAYO,ETEN,ETEN,"{'lat': -6.911821199999999, 'lng': -79.8660836}",True
140104,LAMBAYEQUE,CHICLAYO,ETEN PUERTO,ETEN PUERTO,"{'lat': -6.9263501, 'lng': -79.8646835}",True
140105,LAMBAYEQUE,CHICLAYO,JOSE LEONARDO ORTIZ,JOSE LEONARDO ORTIZ,"{'lat': -6.7448809, 'lng': -79.84648039999999}",True
140106,LAMBAYEQUE,CHICLAYO,LA VICTORIA,LA VICTORIA,"{'lat': -6.8012929, 'lng': -79.8392425}",True
140107,LAMBAYEQUE,CHICLAYO,LAGUNAS,MOCUPE,"{'lat': -7.0003006, 'lng': -79.67266320000002}",True
140108,LAMBAYEQUE,CHICLAYO,MONSEFU,MONSEFU,"{'lat': -6.880186699999999, 'lng': -79.87168369999999}",True
140109,LAMBAYEQUE,CHICLAYO,NUEVA ARICA,NUEVA ARICA,"{'lat': -6.8726113, 'lng': -79.34233119999999}",True
140110,LAMBAYEQUE,CHICLAYO,OYOTUN,OYOTUN,"{'lat': -6.851955, 'lng': -79.3043021}",True
140111,LAMBAYEQUE,CHICLAYO,PICSI,PICSI,"{'lat': -6.7195469, 'lng': -79.7708275}",True
140112,LAMBAYEQUE,CHICLAYO,PIMENTEL,PIMENTEL,"{'lat': -6.832479299999999, 'lng': -79.929616}",True
140113,LAMBAYEQUE,CHICLAYO,REQUE,REQUE,"{'lat': -6.8631248, 'lng': -79.8156667}",True
140114,LAMBAYEQUE,CHICLAYO,SANTA ROSA,SANTA ROSA,"{'lat': -6.875962899999999, 'lng': -79.9220686}",True
140115,LAMBAYEQUE,CHICLAYO,SAÑA,SAÑA,"{'lat': -6.90821, 'lng': -79.5772008}",True
140116,LAMBAYEQUE,CHICLAYO,CAYALTI,CAYALTI,"{'lat': -6.886811, 'lng': -79.56596329999999}",True
140117,LAMBAYEQUE,CHICLAYO,PATAPO,PATAPO,"{'lat': -6.7376852, 'lng': -79.6305599}",True
140118,LAMBAYEQUE,CHICLAYO,POMALCA,POMALCA,"{'lat': -6.790639, 'lng': -79.7624177}",True
140119,LAMBAYEQUE,CHICLAYO,PUCALA,PUCALA,"{'lat': -6.780773200000001, 'lng': -79.60950079999999}",True
140120,LAMBAYEQUE,CHICLAYO,TUMAN,TUMAN,"{'lat': -6.7422868, 'lng': -79.7015268}",True
140201,LAMBAYEQUE,FERREÑAFE,FERREÑAFE,FERREÑAFE,"{'lat': -6.6340676, 'lng': -79.7869714}",True
140202,LAMBAYEQUE,FERREÑAFE,CAÑARIS,CAÑARIS,"{'lat': -6.0462257, 'lng': -79.2650671}",True
140203,LAMBAYEQUE,FERREÑAFE,INCAHUASI,INCAHUASI,"{'lat': -6.2365407, 'lng': -79.4028639}",True
140204,LAMBAYEQUE,FERREÑAFE,MANUEL ANTONIO MESONES MURO,MANUEL ANTONIO MESONES MURO,"{'lat': -6.619971, 'lng': -79.67266320000002}",True
140205,LAMBAYEQUE,FERREÑAFE,PITIPO,PITIPO,"{'lat': -6.5629139, 'lng': -79.77783509999999}",True
140206,LAMBAYEQUE,FERREÑAFE,PUEBLO NUEVO,PUEBLO NUEVO,"{'lat': -6.633531199999999, 'lng': -79.8184684}",True
140301,LAMBAYEQUE,LAMBAYEQUE,LAMBAYEQUE,LAMBAYEQUE,"{'lat': -6.7197666, 'lng': -79.9080757}",True
140302,LAMBAYEQUE,LAMBAYEQUE,CHOCHOPE,CHOCHOPE,"{'lat': -6.1675866, 'lng': -79.61652099999999}",True
140303,LAMBAYEQUE,LAMBAYEQUE,ILLIMO,ILLIMO,"{'lat': -6.4711647, 'lng': -79.85768279999999}",True
140304,LAMBAYEQUE,LAMBAYEQUE,JAYANCA,JAYANCA,"{'lat': -6.392981199999999, 'lng': -79.8226708}",True
140305,LAMBAYEQUE,LAMBAYEQUE,MOCHUMI,MOCHUMI,"{'lat': -6.5488924, 'lng': -79.8646835}",True
140306,LAMBAYEQUE,LAMBAYEQUE,MORROPE,MORROPE,"{'lat': -6.5413435, 'lng': -80.01296789999999}",True
140307,LAMBAYEQUE,LAMBAYEQUE,MOTUPE,MOTUPE,"{'lat': -6.1512014, 'lng': -79.7147468}",True
140308,LAMBAYEQUE,LAMBAYEQUE,OLMOS,OLMOS,"{'lat': -5.9873416, 'lng': -79.7455956}",True
140309,LAMBAYEQUE,LAMBAYEQUE,PACORA,PACORA,"{'lat': -6.4141438, 'lng': -79.8968798}",True
140310,LAMBAYEQUE,LAMBAYEQUE,SALAS,SALAS,"{'lat': -6.2746751, 'lng': -79.6080967}",True
140311,LAMBAYEQUE,LAMBAYEQUE,SAN JOSE,SAN JOSE,"{'lat': -6.764576, 'lng': -79.96822929999999}",True
140312,LAMBAYEQUE,LAMBAYEQUE,TUCUME,TUCUME,"{'lat': -6.5130072, 'lng': -79.84648039999999}",True
150101,LIMA,LIMA,LIMA,LIMA,"{'lat': -12.0463731, 'lng': -77.042754}",True
150102,LIMA,LIMA,ANCON,ANCON,"{'lat': -11.7340437, 'lng': -77.1468866}",True
150103,LIMA,LIMA,ATE,VITARTE,"{'lat': -12.0147737, 'lng': -76.88504329999999}",True
150104,LIMA,LIMA,BARRANCO,BARRANCO,"{'lat': -12.1411508, 'lng': -77.0221186}",True
150105,LIMA,LIMA,BREÑA,BREÑA,"{'lat': -12.057053, 'lng': -77.0516834}",True
150106,LIMA,LIMA,CARABAYLLO,CARABAYLLO,"{'lat': -11.8818631, 'lng': -77.0233781}",True
150107,LIMA,LIMA,CHACLACAYO,CHACLACAYO,"{'lat': -11.9947642, 'lng': -76.76827750000001}",True
150108,LIMA,LIMA,CHORRILLOS,CHORRILLOS,"{'lat': -12.1848841, 'lng': -77.0074502}",True
150109,LIMA,LIMA,CIENEGUILLA,CIENEGUILLA,"{'lat': -12.1815582, 'lng': -76.9409459}",True
150110,LIMA,LIMA,COMAS,LA LIBERTAD,"{'lat': -11.9150865, 'lng': -77.04784819999999}",True
150111,LIMA,LIMA,EL AGUSTINO,EL AGUSTINO,"{'lat': -12.0325966, 'lng': -76.99117199999999}",True
150112,LIMA,LIMA,INDEPENDENCIA,INDEPENDENCIA,"{'lat': -11.9929208, 'lng': -77.05181689999999}",True
150113,LIMA,LIMA,JESUS MARIA,JESUS MARIA,"{'lat': -12.0825241, 'lng': -77.0506498}",True
150114,LIMA,LIMA,LA MOLINA,LA MOLINA,"{'lat': -12.0820196, 'lng': -76.928234}",True
150115,LIMA,LIMA,LA VICTORIA,LA VICTORIA,"{'lat': -12.0734497, 'lng': -77.01628989999999}",True
150116,LIMA,LIMA,LINCE,LINCE,"{'lat': -12.0848154, 'lng': -77.03564519999999}",True
150117,LIMA,LIMA,LOS OLIVOS,LAS PALMERAS,"{'lat': -11.9593005, 'lng': -77.07602539999999}",True
150118,LIMA,LIMA,LURIGANCHO,CHOSICA,"{'lat': -12.0096967, 'lng': -76.9053613}",True
150119,LIMA,LIMA,LURIN,LURIN,"{'lat': -12.2608092, 'lng': -76.8840477}",True
150120,LIMA,LIMA,MAGDALENA DEL MAR,MAGDALENA DEL MAR,"{'lat': -12.0904161, 'lng': -77.0700298}",True
150121,LIMA,LIMA,PUEBLO LIBRE,PUEBLO LIBRE,"{'lat': -12.0752423, 'lng': -77.0692591}",True
150122,LIMA,LIMA,MIRAFLORES,MIRAFLORES,"{'lat': -12.111062, 'lng': -77.0315913}",True
150123,LIMA,LIMA,PACHACAMAC,PACHACAMAC,"{'lat': -12.2095337, 'lng': -76.8538748}",True
150124,LIMA,LIMA,PUCUSANA,PUCUSANA,"{'lat': -11.8427777, 'lng': -77.1043807}",True
150125,LIMA,LIMA,PUENTE PIEDRA,PUENTE PIEDRA,"{'lat': -11.8648256, 'lng': -77.07442979999999}",True
150126,LIMA,LIMA,PUNTA HERMOSA,PUNTA HERMOSA,"{'lat': -12.302735, 'lng': -76.7830867}",True
150127,LIMA,LIMA,PUNTA NEGRA,PUNTA NEGRA,"{'lat': -12.2454335, 'lng': -76.94284499999999}",True
150128,LIMA,LIMA,RIMAC,RIMAC,"{'lat': -12.025239, 'lng': -77.0332342}",True
150129,LIMA,LIMA,SAN BARTOLO,SAN BARTOLO,"{'lat': -12.0869845, 'lng': -76.8983286}",True
150130,LIMA,LIMA,SAN BORJA,SAN FRANCISCO DE BORJA,"{'lat': -12.0954443, 'lng': -76.9947088}",True
150131,LIMA,LIMA,SAN ISIDRO,SAN ISIDRO,"{'lat': -12.0997587, 'lng': -77.0362967}",True
150132,LIMA,LIMA,SAN JUAN DE LURIGANCHO,SAN JUAN DE LURIGANCHO,"{'lat': -11.9689301, 'lng': -76.99398359999999}",True
150133,LIMA,LIMA,SAN JUAN DE MIRAFLORES,CIUDAD DE DIOS,"{'lat': -12.1551319, 'lng': -76.97226359999999}",True
150134,LIMA,LIMA,SAN LUIS,SAN LUIS,"{'lat': -12.0784625, 'lng': -76.99911399999999}",True
150135,LIMA,LIMA,SAN MARTIN DE PORRES,BARRIO OBRERO INDUSTRIAL,"{'lat': -11.9815573, 'lng': -77.096882}",True
150136,LIMA,LIMA,SAN MIGUEL,SAN MIGUEL,"{'lat': -12.0774344, 'lng': -77.0934137}",True
150137,LIMA,LIMA,SANTA ANITA,SANTA ANITA - LOS FICUS,"{'lat': -12.0433031, 'lng': -76.97036729999999}",True
150138,LIMA,LIMA,SANTA MARIA DEL MAR,SANTA MARIA DEL MAR,"{'lat': -12.4058611, 'lng': -76.7743383}",True
150139,LIMA,LIMA,SANTA ROSA,SANTA ROSA,"{'lat': -11.8062135, 'lng': -77.1611132}",True
150140,LIMA,LIMA,SANTIAGO DE SURCO,SANTIAGO DE SURCO,"{'lat': -12.1416088, 'lng': -76.9918155}",True
150141,LIMA,LIMA,SURQUILLO,SURQUILLO,"{'lat': -12.1122464, 'lng': -77.012222}",True
150142,LIMA,LIMA,VILLA EL SALVADOR,VILLA EL SALVADOR,"{'lat': -12.2056614, 'lng': -76.9531145}",True
150143,LIMA,LIMA,VILLA MARIA DEL TRIUNFO,VILLA MARIA DEL TRIUNFO,"{'lat': -12.1675125, 'lng': -76.9201161}",True
150201,LIMA,BARRANCA,BARRANCA,BARRANCA,"{'lat': -10.7525374, 'lng': -77.7599218}",True
150202,LIMA,BARRANCA,PARAMONGA,PARAMONGA,"{'lat': -10.6784649, 'lng': -77.8195739}",True
150203,LIMA,BARRANCA,PATIVILCA,PATIVILCA,"{'lat': -10.6961303, 'lng': -77.7766767}",True
150204,LIMA,BARRANCA,SUPE,SUPE,"{'lat': -10.7987521, 'lng': -77.71373059999999}",True
150205,LIMA,BARRANCA,SUPE PUERTO,SUPE PUERTO,"{'lat': -10.7941331, 'lng': -77.7366242}",True
150301,LIMA,CAJATAMBO,CAJATAMBO,CAJATAMBO,"{'lat': -10.4727022, 'lng': -76.99166749999999}",True
150302,LIMA,CAJATAMBO,COPA,COPA,"{'lat': -10.33094, 'lng': -76.9873477}",True
150303,LIMA,CAJATAMBO,GORGOR,GORGOR,"{'lat': -10.6391389, 'lng': -76.9873477}",True
150304,LIMA,CAJATAMBO,HUANCAPON,HUANCAPON,"{'lat': -10.5488039, 'lng': -77.1106975}",True
150305,LIMA,CAJATAMBO,MANAS,MANAS,"{'lat': -10.5450356, 'lng': -77.1834011}",True
150401,LIMA,CANTA,CANTA,CANTA,"{'lat': -11.4691392, 'lng': -76.62322019999999}",True
150402,LIMA,CANTA,ARAHUAY,ARAHUAY,"{'lat': -11.6214714, 'lng': -76.67086929999999}",True
150403,LIMA,CANTA,HUAMANTANGA,HUAMANTANGA,"{'lat': -11.4992831, 'lng': -76.7495233}",True
150404,LIMA,CANTA,HUAROS,HUAROS,"{'lat': -11.4052398, 'lng': -76.57472949999999}",True
150405,LIMA,CANTA,LACHAQUI,LACHAQUI,"{'lat': -11.5530333, 'lng': -76.6271916}",True
150406,LIMA,CANTA,SAN BUENAVENTURA,SAN BUENAVENTURA,"{'lat': -11.4890016, 'lng': -76.6622072}",True
150407,LIMA,CANTA,SANTA ROSA DE QUIVES,YANGAS,"{'lat': -11.6684084, 'lng': -76.789553}",True
150501,LIMA,CAÑETE,SAN VICENTE DE CAÑETE,SAN VICENTE DE CAÑETE,"{'lat': -13.0764767, 'lng': -76.3848832}",True
150502,LIMA,CAÑETE,ASIA,ASIA,"{'lat': -12.7871607, 'lng': -76.5716728}",True
150503,LIMA,CAÑETE,CALANGO,CALANGO,"{'lat': -12.52614, 'lng': -76.5452105}",True
150504,LIMA,CAÑETE,CERRO AZUL,CERRO AZUL,"{'lat': -13.0017334, 'lng': -76.4487393}",True
150505,LIMA,CAÑETE,CHILCA,CHILCA,"{'lat': -12.5146159, 'lng': -76.7349974}",True
150506,LIMA,CAÑETE,COAYLLO,COAYLLO,"{'lat': -12.7271657, 'lng': -76.4598019}",True
150507,LIMA,CAÑETE,IMPERIAL,IMPERIAL,"{'lat': -13.0295292, 'lng': -76.37530459999999}",True
150508,LIMA,CAÑETE,LUNAHUANA,LUNAHUANA,"{'lat': -13.027715, 'lng': -76.1319953}",True
150509,LIMA,CAÑETE,MALA,MALA,"{'lat': -12.6605109, 'lng': -76.6318419}",True
150510,LIMA,CAÑETE,NUEVO IMPERIAL,NUEVO IMPERIAL,"{'lat': -12.9214387, 'lng': -76.247912}",True
150511,LIMA,CAÑETE,PACARAN,PACARAN,"{'lat': -12.8605956, 'lng': -76.0565965}",True
150512,LIMA,CAÑETE,QUILMANA,QUILMANA,"{'lat': -12.9406805, 'lng': -76.39845369999999}",True
150513,LIMA,CAÑETE,SAN ANTONIO,SAN ANTONIO,"{'lat': -12.6425276, 'lng': -76.65005409999999}",True
150514,LIMA,CAÑETE,SAN LUIS,SAN LUIS,"{'lat': -13.0485815, 'lng': -76.41581289999999}",True
150515,LIMA,CAÑETE,SANTA CRUZ DE FLORES,SANTA CRUZ DE FLORES,"{'lat': -12.6180846, 'lng': -76.6412806}",True
150516,LIMA,CAÑETE,ZUÑIGA,ZUÑIGA,"{'lat': -12.8587177, 'lng': -76.0217831}",True
150601,LIMA,HUARAL,HUARAL,HUARAL,"{'lat': -11.4965172, 'lng': -77.21177329999999}",True
150602,LIMA,HUARAL,ATAVILLOS ALTO,PIRCA,"{'lat': -11.2843414, 'lng': -76.5719414}",True
150603,LIMA,HUARAL,ATAVILLOS BAJO,SAN AGUSTIN DE HUAYOPAMPA,"{'lat': -11.3487652, 'lng': -76.76827750000001}",True
150604,LIMA,HUARAL,AUCALLAMA,AUCALLAMA,"{'lat': -11.5644646, 'lng': -77.1743983}",True
150605,LIMA,HUARAL,CHANCAY,CHANCAY,"{'lat': -11.5666572, 'lng': -77.2685791}",True
150606,LIMA,HUARAL,IHUARI,IHUARI,"{'lat': -11.1910856, 'lng': -76.964306}",True
150607,LIMA,HUARAL,LAMPIAN,LAMPIAN,"{'lat': -11.2419437, 'lng': -76.860565}",True
150608,LIMA,HUARAL,PACARAOS,PACARAOS,"{'lat': -11.1863289, 'lng': -76.6481299}",True
150609,LIMA,HUARAL,SAN MIGUEL DE ACOS,ACOS,"{'lat': -11.2874637, 'lng': -76.7625073}",True
150610,LIMA,HUARAL,SANTA CRUZ DE ANDAMARCA,SANTA CRUZ DE ANDAMARCA,"{'lat': -11.1513871, 'lng': -76.5719414}",True
150611,LIMA,HUARAL,SUMBILCA,SUMBILCA,"{'lat': -11.4073137, 'lng': -76.8194767}",True
150612,LIMA,HUARAL,VEINTISIETE DE NOVIEMBRE,CARAC,"{'lat': -11.1597021, 'lng': -76.7567368}",True
150701,LIMA,HUAROCHIRI,MATUCANA,MATUCANA,"{'lat': -11.8419438, 'lng': -76.3805718}",True
150702,LIMA,HUAROCHIRI,ANTIOQUIA,ANTIOQUIA,"{'lat': -12.0792725, 'lng': -76.50907889999999}",True
150703,LIMA,HUAROCHIRI,CALLAHUANCA,CALLAHUANCA,"{'lat': -11.826817, 'lng': -76.6185265}",True
150704,LIMA,HUAROCHIRI,CARAMPOMA,CARAMPOMA,"{'lat': -11.6571466, 'lng': -76.515179}",True
150705,LIMA,HUAROCHIRI,CHICLA,CHICLA,"{'lat': -11.7044363, 'lng': -76.266739}",True
150706,LIMA,HUAROCHIRI,CUENCA,SAN JOSE DE LOS CHORRILLOS,"{'lat': -12.1578179, 'lng': -76.4447397}",True
150707,LIMA,HUAROCHIRI,HUACHUPAMPA,SAN LORENZO DE HUACHUPAMPA,"{'lat': -11.6970701, 'lng': -76.606611}",True
150708,LIMA,HUAROCHIRI,HUANZA,HUANZA,"{'lat': -11.6551492, 'lng': -76.50262459999999}",True
150709,LIMA,HUAROCHIRI,HUAROCHIRI,HUAROCHIRI,"{'lat': -12.1385796, 'lng': -76.22763370000001}",True
150710,LIMA,HUAROCHIRI,LAHUAYTAMBO,LAHUAYTAMBO,"{'lat': -12.0974188, 'lng': -76.38868819999999}",True
150711,LIMA,HUAROCHIRI,LANGA,LANGA,"{'lat': -12.1252002, 'lng': -76.4208755}",True
150712,LIMA,HUAROCHIRI,SAN PEDRO DE LARAOS,LARAOS,"{'lat': -11.6270137, 'lng': -76.5372625}",True
150713,LIMA,HUAROCHIRI,MARIATANA,MARIATANA,"{'lat': -12.2376497, 'lng': -76.32591819999999}",True
150714,LIMA,HUAROCHIRI,RICARDO PALMA,RICARDO PALMA,"{'lat': -11.9434469, 'lng': -76.6297189}",True
150715,LIMA,HUAROCHIRI,SAN ANDRES DE TUPICOCHA,SAN ANDRES DE TUPICOCHA,"{'lat': -12.0007934, 'lng': -76.4743831}",True
150716,LIMA,HUAROCHIRI,SAN ANTONIO,CHACLLA,"{'lat': -11.8289311, 'lng': -76.8028933}",True
150717,LIMA,HUAROCHIRI,SAN BARTOLOME,SAN BARTOLOME,"{'lat': -11.9121344, 'lng': -76.5300365}",True
150718,LIMA,HUAROCHIRI,SAN DAMIAN,SAN DAMIAN,"{'lat': -12.0176741, 'lng': -76.3919434}",True
150719,LIMA,HUAROCHIRI,SAN JUAN DE IRIS,SAN JUAN DE IRIS,"{'lat': -11.7127389, 'lng': -76.4678766}",True
150720,LIMA,HUAROCHIRI,SAN JUAN DE TANTARANCHE,SAN JUAN DE TANTARANCHE,"{'lat': -12.1129177, 'lng': -76.1823588}",True
150721,LIMA,HUAROCHIRI,SAN LORENZO DE QUINTI,SAN LORENZO DE QUINTI,"{'lat': -12.1454907, 'lng': -76.2124231}",True
150722,LIMA,HUAROCHIRI,SAN MATEO,SAN MATEO,"{'lat': -11.7617588, 'lng': -76.3014896}",True
150723,LIMA,HUAROCHIRI,SAN MATEO DE OTAO,SAN JUAN DE LANCA,"{'lat': -11.8497513, 'lng': -76.5372625}",True
150724,LIMA,HUAROCHIRI,SAN PEDRO DE CASTA,SAN PEDRO DE CASTA,"{'lat': -11.7571884, 'lng': -76.5972223}",True
150725,LIMA,HUAROCHIRI,SAN PEDRO DE HUANCAYRE,SAN PEDRO,"{'lat': -12.0839424, 'lng': -76.1957618}",True
150726,LIMA,HUAROCHIRI,SANGALLAYA,SANGALLAYA,"{'lat': -12.1613589, 'lng': -76.22944439999999}",True
150727,LIMA,HUAROCHIRI,SANTA CRUZ DE COCACHACRA,COCACHACRA,"{'lat': -11.9177847, 'lng': -76.5603828}",True
150728,LIMA,HUAROCHIRI,SANTA EULALIA,SANTA EULALIA,"{'lat': -11.9019296, 'lng': -76.66581649999999}",True
150729,LIMA,HUAROCHIRI,SANTIAGO DE ANCHUCAYA,SANTIAGO DE ANCHUCAYA,"{'lat': -12.0950899, 'lng': -76.2301687}",True
150730,LIMA,HUAROCHIRI,SANTIAGO DE TUNA,SANTIAGO DE TUNA,"{'lat': -11.9840934, 'lng': -76.5253394}",True
150731,LIMA,HUAROCHIRI,SANTO DOMINGO DE LOS OLLEROS,SANTO DOMINGO DE LOS OLLEROS,"{'lat': -12.2179111, 'lng': -76.5148607}",True
150732,LIMA,HUAROCHIRI,SURCO,SURCO,"{'lat': -11.8848213, 'lng': -76.44112419999999}",True
150801,LIMA,HUAURA,HUACHO,HUACHO,"{'lat': -11.1227218, 'lng': -77.61056789999999}",True
150802,LIMA,HUAURA,AMBAR,AMBAR,"{'lat': -10.7562012, 'lng': -77.27176419999999}",True
150803,LIMA,HUAURA,CALETA DE CARQUIN,CALETA DE CARQUIN,"{'lat': -11.0931594, 'lng': -77.62640549999999}",True
150804,LIMA,HUAURA,CHECRAS,MARAY,"{'lat': -10.9318455, 'lng': -76.860565}",True
150805,LIMA,HUAURA,HUALMAY,HUALMAY,"{'lat': -11.0883431, 'lng': -77.61065119999999}",True
150806,LIMA,HUAURA,HUAURA,HUAURA,"{'lat': -11.0674409, 'lng': -77.59815789999999}",True
150807,LIMA,HUAURA,LEONCIO PRADO,SANTA CRUZ,"{'lat': -11.0329234, 'lng': -76.8951551}",True
150808,LIMA,HUAURA,PACCHO,PACCHO,"{'lat': -10.9564306, 'lng': -76.933337}",True
150809,LIMA,HUAURA,SANTA LEONOR,JUCUL,"{'lat': -10.9785138, 'lng': -76.6643728}",True
150810,LIMA,HUAURA,SANTA MARIA,CRUZ BLANCA,"{'lat': -11.0940627, 'lng': -77.5853353}",True
150811,LIMA,HUAURA,SAYAN,SAYAN,"{'lat': -11.1374632, 'lng': -77.19739969999999}",True
150812,LIMA,HUAURA,VEGUETA,VEGUETA,"{'lat': -11.0216067, 'lng': -77.6407258}",True
